provider,country_code,country,asn,operator,observed_records_bucket,prefix_count,hosting_record_bucket,exit_record_bucket,avg_confidence,data_origin
VPN.ac,CA,Canada,32489,AMANAHA-NEW,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
VPN.ac,US,United States,7203,LEASEWEB-USA-SFO,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
VPNSecure,FR,France,12876,Online SAS,lt-50,2,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
VPNSecure,GB,United Kingdom,212238,CDNEXT,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
VPNSecure,RO,Romania,43376,DOT,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
VPNSecure,UA,Ukraine,47987,DELTAHOST-KYIV,lt-50,2,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
VPNSecure,US,United States,36007,KAMATERA,lt-50,2,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
VPNUK,FR,France,12876,Online SAS,lt-50,2,lt-50,lt-50,82.5,VPN-Infrastructure-Atlas
VPNUK,IT,Italy,49367,ASSEFLOW,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
VPNUK,US,United States,33387,NOCIX,lt-50,2,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Vpnbook,FR,France,16276,OVH,lt-50,2,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Vpnht,SG,Singapore,0,,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
WorldVPN,AT,Austria,63473,HOSTHATCH,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
WorldVPN,NL,Netherlands,209847,THE,lt-50,2,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
WorldVPN,NL,Netherlands,21100,ITLDC-EU,lt-50,2,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
WorldVPN,SE,Sweden,63473,HOSTHATCH,lt-50,2,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
WorldVPN,US,United States,8254,ROUTE95,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
Zoogvpn,DE,Germany,24961,MYLOC-AS IP Backbone of WIIT AG formerly myLoc managed IT AG,lt-50,2,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Zoogvpn,GB,United Kingdom,212238,CDNEXT,lt-50,2,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Zoogvpn,NL,Netherlands,60781,LEASEWEB-NL-AMS-01 Netherlands,lt-50,2,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Zoogvpn,UA,Ukraine,200000,UKRAINE-AS,lt-50,2,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
uVPN,DE,Germany,24940,HETZNER-AS,lt-50,2,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
Anonvpn,CA,Canada,32489,AMANAHA-NEW,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Anonvpn,GB,United Kingdom,42831,"UKSERVERS-AS UK Dedicated Servers, Hosting and Co-Location",lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Anonvpn,US,United States,30058,FDCSERVERS,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
AnonymousVPN,CZ,Czechia,24971,MASTER-AS Czech Republic  www.master.cz,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
AnonymousVPN,DE,Germany,202401,WEBHOSTING24-AS Webhosting24 GmbH,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
AnonymousVPN,FR,France,12876,Online SAS,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
AnonymousVPN,IT,Italy,49367,ASSEFLOW,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
AnonymousVPN,LT,Lithuania,15440,BALTNETA Customers AS,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
AnonymousVPN,LV,Latvia,3281,SIA_2CLOUD,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
AnonymousVPN,LV,Latvia,52173,MAKONIX,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
AnonymousVPN,RO,Romania,6718,NAV NAV Communications,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
AnonymousVPN,SE,Sweden,1299,"TWELVE99 Arelion, fka Telia Carrier",lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
AnonymousVPN,UA,Ukraine,48031,XSERVERCLOUD,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
AnonymousVPN,US,United States,204957,GREENFLOID-AS,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
AnonymousVPN,US,United States,61317,ASDETUK www.heficed.com,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
AnonymousVPN,US,United States,63473,HOSTHATCH,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
AnonymousVPN,ZA,South Africa,329184,Host-Africa-AS2,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Astrill,HK,Hong Kong,4760,HKTIMS-AP HKT Limited,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,ID,Indonesia,45731,"ARDH-AS-ID ARDH GLOBAL INDONESIA, PT",lt-50,1,lt-50,lt-50,80.0,VPN-Infrastructure-Atlas
Astrill,KZ,Kazakhstan,214789,NOVA-CLOUD-,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,SE,Sweden,42708,GLESYS glesys.com,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,SI,Slovenia,25467,AKTON-AS Akton Autonomous System,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,TR,Türkiye,48011,DIGITURUNC,lt-50,1,lt-50,lt-50,80.0,VPN-Infrastructure-Atlas
Astrill,US,United States,17356,VERMONT-TELE,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Astrill,US,United States,5650,FRONTIER-FRTR,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
AzireVPN,AU,Australia,136557,HOST-AS-AP Host Universal Pty Ltd,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
AzireVPN,CA,Canada,394256,CLOUDSINGULARITY,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
AzireVPN,CA,Canada,40028,AS40028 - 1651884 Ontario Inc.,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
AzireVPN,ID,Indonesia,137373,IDNIC-SUITEN-AS-ID PT. SUITEN INOVASI SUKSES,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
AzireVPN,NO,Norway,61292,BLXGRP,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
AzireVPN,TH,Thailand,58955,"BANGMODENTERPRISE-TH Bangmod Enterprise Co., Ltd.",lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
AzireVPN,UA,Ukraine,3236,SERVER server.ua,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
AzireVPN,US,United States,18747,IFX18747,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
AzireVPN,US,United States,63018,DEDICATED,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
AzireVPN,VU,Vanuatu,23959,OWL-AS-AP Owl Limited,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
AzireVPN,ZA,South Africa,328915,MANN-IT-AS,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
BTGuard,CA,Canada,32489,AMANAHA-NEW,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
BTGuard,LT,Lithuania,8849,MELBICOM-EU-AS Melbikomas UAB,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
BTGuard,US,United States,20473,AS-VULTR,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
CCrypto VPN,EE,Estonia,207083,HOSTSLIM-GLOBAL-NETWORK,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
CCrypto VPN,US,United States,11878,TZULO,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
CactusVPN,AU,Australia,16276,OVH,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
CactusVPN,BR,Brazil,268581,QNAX LTDA,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
CactusVPN,BR,Brazil,396356,LATITUDE-SH,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
CactusVPN,CH,Switzerland,200019,ALEXHOST,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
CactusVPN,CH,Switzerland,51852,PLI-AS,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
CactusVPN,ES,Spain,62005,BV-EU-AS,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
CactusVPN,ES,Spain,9009,M247,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
CactusVPN,FR,France,12876,Online SAS,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
CactusVPN,HK,Hong Kong,133398,TELE-AS Tele Asia Limited,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
CactusVPN,HK,Hong Kong,133752,LEASEWEB-APAC-HKG-10 LEASEWEB HONG KONG LIMITED,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
CactusVPN,IN,India,136258,"ONEPROVIDER-AS BrainStorm Network, Inc",lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
CactusVPN,IN,India,44259,ULTAHOST-AP-AS,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
CactusVPN,IT,Italy,31034,ARUBA-ASN,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
CactusVPN,IT,Italy,62005,BV-EU-AS,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
CactusVPN,JP,Japan,138915,KAOPU-HK Kaopu Cloud HK Limited,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
CactusVPN,JP,Japan,212238,CDNEXT,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
CactusVPN,MD,Moldova,200019,ALEXHOST,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
CactusVPN,MD,Moldova,44388,"TOPHOST-MD-AS R.Moldova, Chisinau, Paris 18A",lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
CactusVPN,MY,Malaysia,45839,SHINJIRU-MY-AS-AP Shinjiru Technology Sdn Bhd,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
CactusVPN,NL,Netherlands,211154,MFBANKA-AS,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
CactusVPN,NL,Netherlands,30058,FDCSERVERS,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
CactusVPN,NL,Netherlands,62005,BV-EU-AS,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
CactusVPN,NL,Netherlands,62068,SPECTRAIP SpectraIP B.V.,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
CactusVPN,PT,Portugal,136258,"ONEPROVIDER-AS BrainStorm Network, Inc",lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
CactusVPN,PT,Portugal,204094,I4W,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
CactusVPN,SG,Singapore,16276,OVH,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
CactusVPN,UA,Ukraine,3236,SERVER server.ua,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
CactusVPN,UA,Ukraine,6698,VIRTUALSYSTEMS,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
CactusVPN,US,United States,14586,NUCLEARFALLOUT-CHI,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
CactusVPN,US,United States,32374,NUCLEARFALLOUT-LAX,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
CactusVPN,US,United States,32751,NUCLEARFALLOUT-SEA,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
CactusVPN,US,United States,393458,NUCLEARFALLOUT-ATL,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
CactusVPN,US,United States,400475,NUCLEARFALLOUT-DAL,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
CactusVPN,US,United States,401263,NUCLEARFALLOUT-NYC,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
CyberGhost,AU,Australia,45671,AS45671-NET-AU Wholesale Services Provider,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
CyberGhost,US,United States,4213,EVOCATIVE-GLOBAL,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
EasyHideIP,SE,Sweden,42708,GLESYS glesys.com,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
FastestVPN,GB,United Kingdom,58325,BANDWIDTH-ASIA,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
FastestVPN,KR,South Korea,45382,EHOSTIDC-AS-KR Hostcenter,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
FastestVPN,PT,Portugal,59787,WEBHS WEBSP LDA,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
FastestVPN,TR,Türkiye,206991,IXIR,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
FastestVPN,UA,Ukraine,48031,XSERVERCLOUD,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
FastestVPN,UK,United Kingdom,3170,VELOXSERV,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
FastestVPN,US,United States,30633,LEASEWEB-USA-WDC,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
FastestVPN,ZA,South Africa,37153,xneelo,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
FlowVPN,AM,Armenia,0,,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,AR,Argentina,61493,InterBS S.R.L. BAEHOST,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,AT,Austria,40994,"ALWYZON Alwyzon, a trading name of Hohl IT e.U.",lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,AT,Austria,64457,PIPEHOST-AS PIPEHOST,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,AU,Australia,136557,HOST-AS-AP Host Universal Pty Ltd,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,AZ,Azerbaijan,29049,DELTA-TELECOM-AS International Communication Operator,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,CA,Canada,0,,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,CA,Canada,54643,IDIGITAL,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,CA,Canada,835,GOCODEIT-EDGE,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,CH,Switzerland,50837,CLOUDSIGMA-AS,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,CL,Chile,52368,ZAM LTDA.,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,CR,Costa Rica,52423,Data Miners S.A.  Racknation.cr,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,CY,Cyprus,197648,CL8ASN1,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,DE,Germany,201011,CORE-BACKBONE CORE-BACKBONE GMBH GLOBAL NETWORK,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,DE,Germany,24679,SSERV-AS,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,DE,Germany,8648,ONE-NETWORK,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,DK,Denmark,215052,DINSERVGRO-NET,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,EE,Estonia,202759,FAIRYHOSTING,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,FI,Finland,51765,CREANOVA-AS Oy Creanova Hosting Solutions Ltd.,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,FR,France,12876,Online SAS,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,FR,France,207992,FEELB,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,FR,France,35661,VIRTUASYS-EU Lift weight. Push bytes. Never drop. Repeat.,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,GB,United Kingdom,207108,AHCLOUD,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,GB,United Kingdom,215730,H2NEXUS-AS,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,GB,United Kingdom,25369,BANDWIDTH-AS,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,GB,United Kingdom,42831,"UKSERVERS-AS UK Dedicated Servers, Hosting and Co-Location",lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,GB,United Kingdom,44684,MYTHIC Mythic Beasts Ltd,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,GB,United Kingdom,47264,LDEX,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,GB,United Kingdom,49592,PIPE-NET pipehost.net,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,GB,United Kingdom,59895,BINARYRACKS-AS,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,GB,United Kingdom,64080,SYN-UK SYN,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,GE,Georgia,203647,WORLDBUS,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,HK,Hong Kong,132839,POWERLINE-AS-AP POWER LINE DATACENTER,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,HK,Hong Kong,17497,LGHL-AS-AP Liasail Global Hongkong Limited,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,HR,Croatia,61211,SETCOR,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,ID,Indonesia,136052,IDNIC-IDCLOUDHOST-AS-ID PT Cloud Hosting Indonesia,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,IL,Israel,44709,CLOUDWEBMANAGE-,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,IN,India,213167,CHOCIZ-AS,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,IT,Italy,0,,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,IT,Italy,197075,ACTIVENETWORK-AS Active Network S.p.A.,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,IT,Italy,199653,ARUBAFR-AS,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,IT,Italy,31034,ARUBA-ASN,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,KZ,Kazakhstan,41798,TTC-AS JSC Transtelecom,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,LT,Lithuania,15440,BALTNETA Customers AS,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,LT,Lithuania,56630,MELBICOM-EU-AS Melbikomas UAB,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,LT,Lithuania,8849,MELBICOM-EU-AS Melbikomas UAB,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,MD,Moldova,48753,AVAHOHST,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,MX,Mexico,28423,Truxgo S. de R.L de C.V,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,MY,Malaysia,149440,EVOXTENTERPRISE-AS-AP Evoxt Enterprise,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,PA,Panama,52469,Offshore Racks S.A,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,PL,Poland,203210,SZYBKINET,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,PT,Portugal,24768,ALMOUROLTEC,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,SE,Sweden,42708,GLESYS glesys.com,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,SE,Sweden,51519,KARABRO Karabro AB,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,SG,Singapore,38001,NEWMEDIAEXPRESS-AS-AP NewMedia Express Pte Ltd,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,SG,Singapore,59364,VHOST-HOLDINGS-SG vHost Holdings Pte Ltd,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,TN,Tunisia,329268,SS7-AS,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,UA,Ukraine,0,,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,UA,Ukraine,47987,DELTAHOST-KYIV,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,UA,Ukraine,6698,VIRTUALSYSTEMS,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,US,United States,15083,INFOLINK-MIA-,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,US,United States,203156,RELAYIFY-LLC,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,US,United States,22439,PERFECT-INTERNATIONAL,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,US,United States,23352,SERVERCENTRAL,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,US,United States,29951,SYPTEC-NOC,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,US,United States,33387,NOCIX,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,US,United States,36007,KAMATERA,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,US,United States,36351,SOFTLAYER,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,US,United States,394065,ESSENSYSINC,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,US,United States,401443,WAP-AC,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,US,United States,40244,TURNKEY-INTERNET,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,US,United States,50979,ITL-LV,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,US,United States,53850,GORILLASERVERS,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,US,United States,61138,ZAPPIE-HOST-AS Zappie Host,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FlowVPN,US,United States,61317,ASDETUK www.heficed.com,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
FreeVPN,CH,Switzerland,53667,PONYNET,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
FreeVPN,DE,Germany,208208,CYBERSE Cyberse GmbH & Co. KG,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
FreeVPN,DE,Germany,41745,FORTIS-AS Hosting services,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
FreeVPN,EE,Estonia,214790,BRAINOZA,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
FreeVPN,FI,Finland,26383,ASNET,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
FreeVPN,GB,United Kingdom,63023,AS-GLOBALTELEHOST,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
FreeVPN,LU,Luxembourg,53667,PONYNET,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
FreeVPN,NL,Netherlands,214677,DELUXHOST,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
FreeVPN,SE,Sweden,52173,MAKONIX,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
FreeVPN,SG,Singapore,133210,ENTECHNOLOGIES-AS-AP EN Technologies Pte Ltd,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
FreeVPN,US,United States,36352,AS-COLOCROSSING,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
FreeVPN,US,United States,399646,DARTNODE,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
Freevpn,FR,France,12876,Online SAS,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Freevpn,FR,France,16276,OVH,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Freevpn,NL,Netherlands,49981,WORLDSTREAM,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Froot,CA,Canada,11831,ESECUREDATA,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Froot,CA,Canada,36666,GTCOMM,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Froot,CA,Canada,54643,IDIGITAL,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Froot,CA,Canada,62563,AS-GLOBALTELEHOST,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Froot,FR,France,16276,OVH,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Froot,PA,Panama,51852,PLI-AS,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Froot,US,United States,62904,AS62904 - Eonix Corporation,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
