provider,country_code,country,asn,operator,observed_records_bucket,prefix_count,hosting_record_bucket,exit_record_bucket,avg_confidence,data_origin
KevinVPN,NL,Netherlands,57043,HOSTKEY-AS,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
KevinVPN,RO,Romania,9009,M247,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
KevinVPN,SE,Sweden,214640,HOSTUP HOSTUP,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
KevinVPN,SG,Singapore,149020,WEBHORIZON-AS-AP WebHorizon Internet Services,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
KevinVPN,TR,Türkiye,62425,KUZEYDC,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
KevinVPN,US,United States,32181,ASN-GIGENET,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
KevinVPN,US,United States,399646,DARTNODE,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
KevinVPN,US,United States,49791,AS-3HCLOUD,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
KevinVPN,US,United States,63473,HOSTHATCH,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
KeyDrop,DE,Germany,197540,NETCUP-AS netcup GmbH,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
KeyDrop,RU,Russia,200350,YANDEXCLOUD,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
KeyDrop,RU,Russia,210644,AEZA-AS,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
KeyDrop,RU,Russia,29182,RU-JSCIOT,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
KeyDrop,RU,Russia,48347,MTW-AS,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
Kompot VPN,AR,Argentina,20207,Gigared S.A.,lt-50,1,lt-50,lt-50,80.0,VPN-Infrastructure-Atlas
Kompot VPN,NL,Netherlands,6206,NETROUTING-AS,lt-50,1,lt-50,lt-50,80.0,VPN-Infrastructure-Atlas
Kompot VPN,RU,Russia,216246,RU-AEZA-AS,lt-50,1,lt-50,lt-50,80.0,VPN-Infrastructure-Atlas
Kompot VPN,RU,Russia,51659,ASBAXET,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
Le VPN,ES,Spain,39020,COMVIVE-AS Seville - Spain,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
Le VPN,GB,United Kingdom,42831,"UKSERVERS-AS UK Dedicated Servers, Hosting and Co-Location",lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
Le VPN,HK,Hong Kong,138915,KAOPU-HK Kaopu Cloud HK Limited,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
Le VPN,IS,Iceland,50613,THORDC-AS,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
Le VPN,SE,Sweden,42708,GLESYS glesys.com,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
Le VPN,US,United States,395954,LEASEWEB-USA-LAX,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
LimeVPN,US,United States,14586,NUCLEARFALLOUT-CHI,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
LimeVPN,US,United States,214505,NUCLEARFALLOUT-FRA,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
LimeVPN,US,United States,32374,NUCLEARFALLOUT-LAX,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
LimeVPN,US,United States,400475,NUCLEARFALLOUT-DAL,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
MoriVPN,US,United States,14544,RETEK,lt-50,1,lt-50,lt-50,80.0,VPN-Infrastructure-Atlas
NetShade,DE,Germany,29066,VELIANET-AS velia.net Internetdienste GmbH,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
NetShade,GB,United Kingdom,205544,LEASEWEB-UK-LON-11,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
NetShade,GB,United Kingdom,60068,CDN77 _,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
NetShade,US,United States,29302,HSI-EUROPE,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
NetShade,US,United States,6939,HURRICANE,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
OVPN,CA,Canada,32489,AMANAHA-NEW,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
OVPN,IT,Italy,49367,ASSEFLOW,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
OVPN,SE,Sweden,3399,OBE-NET,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
OVPN,SE,Sweden,42708,GLESYS glesys.com,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
OysterVPN,AG,Antigua & Barbuda,138915,KAOPU-HK Kaopu Cloud HK Limited,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
OysterVPN,AU,Australia,136258,"ONEPROVIDER-AS BrainStorm Network, Inc",lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
OysterVPN,BG,Bulgaria,136258,"ONEPROVIDER-AS BrainStorm Network, Inc",lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
OysterVPN,BR,Brazil,138915,KAOPU-HK Kaopu Cloud HK Limited,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
OysterVPN,CH,Switzerland,136258,"ONEPROVIDER-AS BrainStorm Network, Inc",lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
OysterVPN,CY,Cyprus,136258,"ONEPROVIDER-AS BrainStorm Network, Inc",lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
OysterVPN,CZ,Czechia,136258,"ONEPROVIDER-AS BrainStorm Network, Inc",lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
OysterVPN,DE,Germany,136258,"ONEPROVIDER-AS BrainStorm Network, Inc",lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
OysterVPN,EU,European Union,30900,WEBWORLD-AS ta Web World Ireland,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
OysterVPN,FL,FL,136258,"ONEPROVIDER-AS BrainStorm Network, Inc",lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
OysterVPN,FR,France,136258,"ONEPROVIDER-AS BrainStorm Network, Inc",lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
OysterVPN,GB,United Kingdom,136258,"ONEPROVIDER-AS BrainStorm Network, Inc",lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
OysterVPN,HK,Hong Kong,133752,LEASEWEB-APAC-HKG-10 LEASEWEB HONG KONG LIMITED,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
OysterVPN,IT,Italy,136258,"ONEPROVIDER-AS BrainStorm Network, Inc",lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
OysterVPN,JP,Japan,136258,"ONEPROVIDER-AS BrainStorm Network, Inc",lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
OysterVPN,KR,South Korea,138915,KAOPU-HK Kaopu Cloud HK Limited,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
OysterVPN,MY,Malaysia,136258,"ONEPROVIDER-AS BrainStorm Network, Inc",lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
OysterVPN,NA,Namibia,136258,"ONEPROVIDER-AS BrainStorm Network, Inc",lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
OysterVPN,NL,Netherlands,136258,"ONEPROVIDER-AS BrainStorm Network, Inc",lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
OysterVPN,NL,Netherlands,14061,DIGITALOCEAN-ASN,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
OysterVPN,PH,Philippines,138915,KAOPU-HK Kaopu Cloud HK Limited,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
OysterVPN,PK,Pakistan,136258,"ONEPROVIDER-AS BrainStorm Network, Inc",lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
OysterVPN,PL,Poland,136258,"ONEPROVIDER-AS BrainStorm Network, Inc",lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
OysterVPN,PT,Portugal,136258,"ONEPROVIDER-AS BrainStorm Network, Inc",lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
OysterVPN,RU,Russia,136258,"ONEPROVIDER-AS BrainStorm Network, Inc",lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
OysterVPN,SA,Saudi Arabia,138915,KAOPU-HK Kaopu Cloud HK Limited,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
OysterVPN,SE,Sweden,136258,"ONEPROVIDER-AS BrainStorm Network, Inc",lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
OysterVPN,SG,Singapore,136258,"ONEPROVIDER-AS BrainStorm Network, Inc",lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
OysterVPN,TH,Thailand,138915,KAOPU-HK Kaopu Cloud HK Limited,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
OysterVPN,TR,Türkiye,206991,IXIR,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
OysterVPN,TW,Taiwan,136258,"ONEPROVIDER-AS BrainStorm Network, Inc",lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
OysterVPN,UA,Ukraine,136258,"ONEPROVIDER-AS BrainStorm Network, Inc",lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
OysterVPN,UK,United Kingdom,138915,KAOPU-HK Kaopu Cloud HK Limited,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
OysterVPN,US,United States,395954,LEASEWEB-USA-LAX,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
OysterVPN,US,United States,40676,AS40676 - Psychz Networks,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
OysterVPN,VN,Vietnam,136258,"ONEPROVIDER-AS BrainStorm Network, Inc",lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
OysterVPN,VN,Vietnam,138915,KAOPU-HK Kaopu Cloud HK Limited,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
PhantomPeer,CH,Switzerland,29691,NINE,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
PhantomPeer,RO,Romania,9009,M247,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
PhantomPeer,SE,Sweden,42708,GLESYS glesys.com,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
Privado,RO,Romania,9009,M247,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Private Internet Access,CA,Canada,9009,M247,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Private Internet Access,IN,India,0,,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Private Internet Access,UK,United Kingdom,60068,CDN77 _,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Private Internet Access,US,United States,4213,EVOCATIVE-GLOBAL,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Private Internet Access,US,United States,46475,LIMESTONENETWORKS,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
PrivateVPN,AE,United Arab Emirates,9009,M247,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
PrivateVPN,AR,Argentina,18747,IFX18747,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
PrivateVPN,AT,Austria,9009,M247,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
PrivateVPN,AU,Australia,60068,CDN77 _,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
PrivateVPN,BE,Belgium,9009,M247,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
PrivateVPN,BG,Bulgaria,9009,M247,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
PrivateVPN,BR,Brazil,268581,QNAX LTDA,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
PrivateVPN,CA,Canada,11831,ESECUREDATA,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
PrivateVPN,CL,Chile,18747,IFX18747,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
PrivateVPN,CR,Costa Rica,3790,RADIOGRAFICA COSTARRICENSE,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
PrivateVPN,CY,Cyprus,197648,CL8ASN1,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
PrivateVPN,CY,Cyprus,6866,CYTA-NETWORK Internet Services,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
PrivateVPN,CZ,Czechia,9009,M247,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
PrivateVPN,DE,Germany,207821,INTERNETBOLAGET-DE,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
